group,url,label,api_prediction,mapped_prediction
false_positive,207.000webhostapp.com,0,0,1
false_positive,https://hjfgcv.omopwai.cn/,0,0,1
false_positive,https://www.amazeonojp.com/,0,0,1
false_positive,aac4x4.com.au,0,0,1
false_positive,https://subscriber.kcjsy.com/Ops.aspx?5m3k2=zx&5m3k2i0=&5m3k2i0hyfxevc=,0,0,1
false_positive,https://doccomo.ne.tujp.xyz/,0,0,1
false_positive,com4ort.com,0,0,1
false_positive,wvfilmcreates.com,0,0,1
false_positive,https://besselwriggle.com/oc/Login.htm,0,0,1
false_positive,ekonova.nazwa.pl/wc0coj,0,0,1
false_positive,www.cmu1h.com/dll/index.htm?app=com-d&amp;,0,0,1
false_positive,cefapk.000webhostapp.com,0,0,1
false_positive,https://etc.bfcbx.cn/,0,0,1
false_positive,samuitv.com/inst1.exe,0,0,1
