group,url,label,api_prediction,mapped_prediction
false_positive,aac4x4.com.au,0,0,1
false_positive,wvfilmcreates.com,0,0,1
false_positive,https://staging.medical-pay.jp/api/docomo/sp/order/25/,0,0,1
false_positive,utwohotel.com,0,0,1
false_positive,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAACa_CgtUMlpUVFc1VENEU0ZWVENYU01aSlJNN0VFQi4u,0,0,1
false_positive,https://118.27.21.73,0,0,1
false_positive,https://www.spa-chatelguyon.com/,0,0,1
false_positive,unicoll.com.au,0,0,1
false_positive,theelitebeach.com,0,0,1
false_positive,www.babinet.cz/avatars/19889/hires/dir/b56a6217453cfd970a31634f9a7fab45/,0,0,1
false_positive,pescapantry.com,0,0,1
false_positive,zlookup.com,0,0,1
false_positive,http://gravitas-media.com/language/en-GB/scoder/,0,0,1
false_positive,sdafa.org/au/,0,0,1
false_positive,bestgaze.de,0,0,1
false_positive,anfaoffice.com,0,0,1
false_positive,docs.google.com/a/murraystate.edu/spreadsheet/viewform?formkey=dFNTNjlZRTNJQ1RXM2VjQ3NiQktQOUE6MQ,0,0,1
false_positive,flythissim.com,0,0,1
false_positive,orientalrugcleaningnc.com,0,0,1
false_positive,libertypolls.com,0,0,1
false_positive,bumperspecailties.com,0,0,1
false_positive,saynorsales.com,0,0,1
false_positive,https://www.amaoppino.com/,0,0,1
false_positive,https://www.skynetix.co.za/loke/dpbx/,0,0,1
false_positive,scrimshawsltd.net,0,0,1
false_positive,prospectrealtyfl.com,0,0,1
false_positive,zlatnajabuka.org.rs,0,0,1
false_positive,nigerianet.com/images/,0,0,1
false_positive,code5.co.za,0,0,1
false_positive,precodex.com,0,0,1
false_positive,emdadbatriparsian.com,0,0,1
false_positive,grace-enterprises.com,0,0,1
false_positive,sofinco.fr,0,0,1
false_positive,badbeatsandbackdoors.com,0,0,1
false_positive,ns02.dvrdns.org/,0,0,1
false_positive,interfaxru.com/,0,0,1
false_positive,http://wintermadeira.com.br/?cmd=_home,0,0,1
false_positive,reprise.com.tr/welcome/shares/greetings,0,0,1
false_positive,https://ayronwohletz.com/#/addres,0,0,1
false_positive,emojivid.com,0,0,1
false_positive,http://bbfunding-my.sharepoint.com/personal/accounting_bluebridgefunding_com/_layouts/15/doc.aspx?sourcedoc={f0763374-6329-450f-94a4-11512ab3e2fe}&amp;action=default&amp;slrid=1cf04e9f-706e-0000-469d-3c7942c5beb8&amp;originalpath=ahr0chm6ly9iymz1bmrpbmctbxkuc2hhcmvwb2ludc5jb20vom86l2cvcgvyc29uywwvywnjb3vudgluz19ibhvlynjpzgdlznvuzgluz19jb20vrw5remr2qxbzdzlgbetrulvtcxo0djrcttnvrxnuvhjrm1fjae9qemetamxrqt9ydgltzt1ozy1mtmjqdjewzw&amp;cid=81889f02-24c2-4efa-9e1e-1ccac075a22c,0,0,1
false_positive,https://gfii-my.sharepoint.com/:b:/p/kate_torbert/Ea-SG_NOnYlPtG5jFyhXzhIB3vNsMr7-SyszjQJtIdL2nQ?e=qNwdip,0,0,1
false_positive,iee.edu.pe,0,0,1
false_positive,amdl.gov.ma,0,0,1
false_positive,scandocusign.azureedge.net,0,0,1
false_positive,manis-pulaurakyat.desa.id,0,0,1
false_positive,pedramacademy.ir,0,0,1
false_positive,martinpersonnel.com/e/,0,0,1
false_positive,alabastro.cl,0,0,1
false_positive,excelexpression.com,0,0,1
false_positive,http://feeds.feedburner.com/investorway,0,0,1
false_positive,microsoftigniteamerica.com,0,0,1
false_positive,dadhwal.in,0,0,1
false_positive,changicourt.com,0,0,1
false_positive,sagawa-ope.com,0,0,1
false_positive,https://astroempires.co,0,0,1
false_positive,barlacruz.com.uy,0,0,1
false_positive,helloworldmememe.blogspot.pe,0,0,1
false_positive,167.71.187.119,0,0,1
false_positive,https://sapient-flare-279107.df.r.appspot.com/admin,0,0,1
false_positive,ordertoseat.hauserdavid.com,0,0,1
false_positive,lasertec-mi.com,0,0,1
false_positive,durgapublishers.org.in,0,0,1
false_positive,www.cliqueshow.com/images/MSPA/forms.html,0,0,1
false_positive,theneetu.com,0,0,1
false_positive,pcucleaning.co.uk,0,0,1
false_positive,bgb.gov.bd/images/upload/Gdocs/bb1e8a3c628ad9f4d5a691c97ca9bf8f/,0,0,1
false_positive,wpccorp.com.vn,0,0,1
false_positive,hy-brasil.mhwang.com/,0,0,1
false_positive,drycleaningdeliverybusiness.com/content/,0,0,1
false_positive,baiyun.info,0,0,1
false_positive,docs.google.com/document/d/16I9nqU87pWpF3oKeh5sYTeJl1RF-_PTMoNgBJOzzwyI/pub,0,0,1
false_positive,heavenslofts.co.za,0,0,1
false_positive,parochiebavel.nl,0,0,1
