group,url,label,api_prediction,mapped_prediction
false_negative,www.iol.ie/~scphadr/mac.html,1,1,0
false_negative,usidentify.com/l/chamis,1,1,0
false_negative,www.grafx-design.com/coreltut.html,1,1,0
false_negative,aimini.net/view/?fid=oYReo59AhUgX2Omgxtk4,1,1,0
false_negative,punternet.com/forum/index.php/topic/16207-anyone-a-girl-who-can-clench-her-pussy-muscles/,1,1,0
false_negative,mysite.verizon.net/vze7ayi1/kw.htm,1,1,0
false_negative,freespace.virgin.net/lcba.ts/,1,1,0
false_negative,www.patoche.org/LTT/install/00000103.html,1,1,0
false_negative,allenjaco.tripod.com/id22.htm,1,1,0
false_negative,palzoo.net/TomHanks,1,1,0
false_negative,www.lazydogutilities.com/dbequalprev.htm,1,1,0
false_negative,http://fitness.unliving.org/?lib/lee,1,1,0
false_negative,tube8.com/anal/some-with-mai-lin-flame-and-two-guys/149589,1,1,0
false_negative,newgirl.ro/?movie=full-movie-somewhere,1,1,0
false_negative,signup.communityarchitect.com/cgi-bin/signup,1,1,0
false_negative,tea-party.freedownloadmp3.net/,1,1,0
false_negative,http://michinakibook.3d-game.com/24ec34ec54ec04ec34ec6/Electric-Power-Generation-Transmission-And-Distribution-by-S-N-Singh.pdf,1,1,0
false_negative,www.fspn.org/honkamp,1,1,0
false_negative,mylife.com/c-205150907,1,1,0
false_negative,all4soft.netfirms.com/index.htm,1,1,0
false_negative,xhamster.com/movies/143888/arab_girl_sexy_dancer.html,1,1,0
false_negative,ferommok.com/search.php?search=jpt+blogspot&action=search,1,1,0
false_negative,torrentz.eu/ki/kimiko+matsuoka-q,1,1,0
false_negative,buscatube.org/?q=guevara&de=youtube&page=13,1,1,0
false_negative,matarmatar.net/vb/t13935-2/?langid=1,1,1,0
false_negative,biggeststars.com/s/shemar-moore-home.html,1,1,0
false_negative,accident-report.com/crews/alpha/nameclea-cz.html,1,1,0
false_negative,mylife.com/c-43468814,1,1,0
false_negative,cinestarz.ca/Kyle/main.php?theater=cot,1,1,0
false_negative,cmkds.com/cmkyc.html,1,1,0
false_negative,adayold.com/KateSpade/,1,1,0
false_negative,xvideos.com/video1164182/andando_pelada_na_rua_,1,1,0
false_negative,injuredclient.com/lawyer-attorney-1162858.html,1,1,0
false_negative,saivasamayavaralaru.blogspot.com/2009/05/free-online-new-films-gallary.html,1,1,0
false_negative,akdart.com/twa.html,1,1,0
false_negative,home.cogeco.ca/%7eherbgarbutt/mhlaward.htm,1,1,0
false_negative,fenopy.eu/torrent/riccardo+fogli+lossless/MjI1NzAwOA,1,1,0
false_negative,http://www.androidapksfree.com/app/file-manager-explorer-apk-latest-version/,1,1,0
false_negative,www.spadixbd.com/rafabot/,1,1,0
false_negative,worldcup-streamingliveblogspo.blogspot.com/2011/05/enjoy-2011-stanley-cup-finals-vancouver.html,1,1,0
false_negative,http://start.qone8.com/web/?hl=us&q=Buspar%20and%20Weight%20Gain,1,1,0
false_negative,fat.clickwrestle.com/,1,1,0
false_negative,clevelandpeople.com/groups/canada/canada.htm,1,1,0
false_negative,equiery.com/sporting/eventing/?p=1027,1,1,0
false_negative,alauxm.club.fr/indexan.htm,1,1,0
false_negative,http://www.mp3rocket.me/videos/6_31301/mickey-mouse-cartoons/mickey-mouse-cartoons.htm,1,1,0
false_negative,members.tripod.com/~laceydesigns/index.html,1,1,0
false_negative,boards.ancestry.netscape.com/surnames.prevost/202/mb.ashx?pnt=1,1,1,0
false_negative,pivotalpaymentssucks.blogspot.com/2010/06/pivotal-payment-rip-off.html,1,1,0
false_negative,backissues.gatefold.com/playboy-back-issues/1970s/1978/playboy-october-1978.html,1,1,0
false_negative,cheatscs.net/,1,1,0
false_negative,jeansimmons.nudenakedcelebrities.com/,1,1,0
false_negative,copiermart.tripod.com/index.htm,1,1,0
false_negative,defend.ht/politics/articles/legislative/2056-minister-mayard-paul-escapes-senate-interpellation,1,1,0
false_negative,roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=162248,1,1,0
false_negative,celebdomain.com/Tara_Spencer-Nairn.html,1,1,0
