group,url,label,api_prediction,mapped_prediction
false_negative,canadatrip.co.uk/canadian-affair-2010/,1,1,0
false_negative,my-famous-quotes.com/,1,1,0
false_negative,www.iol.ie/~scphadr/mac.html,1,1,0
false_negative,1songlyrics.com/m/melora-creager/girl-lunar-explorer.html,1,1,0
false_negative,usidentify.com/l/chamis,1,1,0
false_negative,artonym.com/url/Meaghan-Rath,1,1,0
false_negative,www.web62.com/engl/fashion/pomp.html,1,1,0
false_negative,gazillionmovies.com/Actor/K/Ka/KazukiKitamura.htm,1,1,0
false_negative,aimini.net/view/?fid=oYReo59AhUgX2Omgxtk4,1,1,0
false_negative,mysite.verizon.net/vze7ayi1/kw.htm,1,1,0
false_negative,www3.50megs.com/vshadows,1,1,0
false_negative,www.cosmos.com.mx/tex.htm,1,1,0
false_negative,www.superaje.com/~canuck/tlc/,1,1,0
false_negative,connectutilities.com/directory/services/IndianaMichiganPowerCo(dbaAEP).html,1,1,0
false_negative,freespace.virgin.net/lcba.ts/,1,1,0
false_negative,gusto.com/california/losangeles/hotels/near/forestlawn-hollywoodhills-1533/city1666738.html,1,1,0
false_negative,villacyclope.com/,1,1,0
false_negative,allenjaco.tripod.com/id22.htm,1,1,0
false_negative,palzoo.net/TomHanks,1,1,0
false_negative,drag-o-rama.net/harley-dragster/,1,1,0
false_negative,www.lazydogutilities.com/dbequalprev.htm,1,1,0
false_negative,college-prep.net/,1,1,0
false_negative,http://fitness.unliving.org/?lib/lee,1,1,0
false_negative,newgirl.ro/?movie=full-movie-somewhere,1,1,0
false_negative,signup.communityarchitect.com/cgi-bin/signup,1,1,0
false_negative,https://jamthomp.weebly.com/,1,1,0
false_negative,tea-party.freedownloadmp3.net/,1,1,0
false_negative,http://michinakibook.3d-game.com/24ec34ec54ec04ec34ec6/Electric-Power-Generation-Transmission-And-Distribution-by-S-N-Singh.pdf,1,1,0
false_negative,www.fspn.org/honkamp,1,1,0
false_negative,sogratefuldead.com/celebritynews/donna-jean-tom-constanten-mark-karan-and-kenny-brooks-join-walt-b-friends-jambandscom,1,1,0
false_negative,all4soft.netfirms.com/index.htm,1,1,0
false_negative,ferommok.com/search.php?search=jpt+blogspot&action=search,1,1,0
false_negative,members.shaw.ca/epoxy/,1,1,0
false_negative,torrentz.eu/ki/kimiko+matsuoka-q,1,1,0
false_negative,buscatube.org/?q=guevara&de=youtube&page=13,1,1,0
false_negative,reverseinternet.com/domain/superlargepenis.com,1,1,0
false_negative,matarmatar.net/vb/t13935-2/?langid=1,1,1,0
false_negative,alt.textdrive.com/nanoki/,1,1,0
false_negative,accident-report.com/crews/alpha/nameclea-cz.html,1,1,0
false_negative,uk.ask.com/wiki/Disney_Junior,1,1,0
false_negative,jigsaw.com/scid15034846/louis_dufour.xhtml?ver=5,1,1,0
false_negative,cmkds.com/cmkyc.html,1,1,0
false_negative,northlamar.net/,1,1,0
false_negative,adayold.com/KateSpade/,1,1,0
false_negative,injuredclient.com/lawyer-attorney-1162858.html,1,1,0
false_negative,shop.myplay.com/Faso-Latido/A/B000CMNJDG.htm,1,1,0
false_negative,network54.com/Hide/Forum/27576,1,1,0
false_negative,minonline.com/training/leadershipformagazinebrands-speakers.html,1,1,0
false_negative,saivasamayavaralaru.blogspot.com/2009/05/free-online-new-films-gallary.html,1,1,0
false_negative,edmagnin.com/Ed/,1,1,0
false_negative,akama.com/company/Jenkins_FoodsUncle_Rays_Potato_Chips_a6dd62966470.html,1,1,0
false_negative,home.cogeco.ca/%7eherbgarbutt/mhlaward.htm,1,1,0
false_negative,becodorsey.com/,1,1,0
false_negative,fenopy.eu/torrent/riccardo+fogli+lossless/MjI1NzAwOA,1,1,0
false_negative,thebobclub.com/allbobs_test.html,1,1,0
false_negative,hitchcockwiki.com/wiki/Herbert_Anderson,1,1,0
false_negative,www.ohloh.net/projects/3876,1,1,0
false_negative,www.acsa.net/a_computer_saved_the_world.htm,1,1,0
false_negative,www.spadixbd.com/rafabot/,1,1,0
false_negative,worldcup-streamingliveblogspo.blogspot.com/2011/05/enjoy-2011-stanley-cup-finals-vancouver.html,1,1,0
false_negative,http://start.qone8.com/web/?hl=us&q=Buspar%20and%20Weight%20Gain,1,1,0
false_negative,fat.clickwrestle.com/,1,1,0
false_negative,www.asd-online.com/en/home/,1,1,0
false_negative,www.paulsen.co.uk/rod/,1,1,0
false_negative,duquette.org/ENGLISH/Database/dat150.htm,1,1,0
false_negative,freespace.virgin.net/scott.rennie/greyhawk.htm,1,1,0
false_negative,www.nmknight.com/index.html,1,1,0
false_negative,alauxm.club.fr/indexan.htm,1,1,0
false_negative,ahc.lockton-ins.com/pl/about.html,1,1,0
false_negative,www.mondamin.com/employment/eoverview.htm,1,1,0
false_negative,prohockeyfr.com/Junior/Memorial_Cup.htm,1,1,0
false_negative,http://www.mp3rocket.me/videos/6_31301/mickey-mouse-cartoons/mickey-mouse-cartoons.htm,1,1,0
false_negative,museum.bmi.net/Picnic%20People%20M.Z/Saling%20Family.htm,1,1,0
false_negative,members.tripod.com/~laceydesigns/index.html,1,1,0
false_negative,legal.computer4u.in.th/,1,1,0
false_negative,kcsp.mediawebconnect.com/7134,1,1,0
false_negative,www.puzzledepot.com/company.shtml,1,1,0
false_negative,veromi.com/R-J-Abreu.aspx,1,1,0
false_negative,en-pi.facebook.com/people/Jeremy-Erickson/1331396850,1,1,0
false_negative,researchmyname.com/Hosey/Karen-Hosey.htm,1,1,0
false_negative,cheatscs.net/,1,1,0
false_negative,actorpoint.com/,1,1,0
false_negative,jeansimmons.nudenakedcelebrities.com/,1,1,0
false_negative,cigarero.com/Georgia/Macon/,1,1,0
false_negative,picasaweb.google.com/stmclassic13033,1,1,0
false_negative,home.earthlink.net/~fibergoat,1,1,0
false_negative,roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=162248,1,1,0
false_negative,mysticgames.com/famouspeople/VincentDamphousse.htm,1,1,0
false_negative,celebdomain.com/Tara_Spencer-Nairn.html,1,1,0
